[2026-03-16 11:59:34,093] 21root - INFO - Initiate the data ingestion
[2026-03-16 11:59:37,195] 65root - INFO - Performed train test split on the dataframe
[2026-03-16 11:59:37,196] 67root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2026-03-16 11:59:37,196] 75root - INFO - Exporting train and test file path.
[2026-03-16 11:59:37,276] 84root - INFO - Exported train and test file path.
[2026-03-16 11:59:37,277] 23root - INFO - Data Initiation Completed
[2026-03-16 11:59:37,360] 27root - INFO - Initiate the data Validation
[2026-03-16 11:59:37,458] 32root - INFO - Required number of columns:2
[2026-03-16 11:59:37,461] 33root - INFO - Data frame has columns:31
[2026-03-16 11:59:37,461] 32root - INFO - Required number of columns:2
[2026-03-16 11:59:37,461] 33root - INFO - Data frame has columns:31
[2026-03-16 11:59:37,661] 29root - INFO - data Validation Completed
[2026-03-16 11:59:37,661] 32root - INFO - data Transformation started
[2026-03-16 11:59:37,662] 61root - INFO - entered initiate_data_transformation method of DataTranformation class
[2026-03-16 11:59:37,662] 63root - INFO - starting data transformation
[2026-03-16 11:59:37,697] 47root - INFO - Entered get_data_transformer_object method of transformation class
[2026-03-16 11:59:37,697] 52root - INFO - Initialise KNNIMputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2026-03-16 11:59:37,719] 46root - INFO - Entered the save_object method of MainUtils class
[2026-03-16 11:59:37,723] 50root - INFO - Exited the save_object method of MainUtils class
[2026-03-16 11:59:37,725] 36root - INFO - data Transformation completed
[2026-03-16 11:59:37,725] 38root - INFO - Model Training started
[2026-03-16 12:02:59,833] 46root - INFO - Entered the save_object method of MainUtils class
[2026-03-16 12:02:59,846] 50root - INFO - Exited the save_object method of MainUtils class
[2026-03-16 12:02:59,846] 132root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\03_16_2026_11_59_30\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9911269760326364, precision_score=0.9894115251476278, recall_score=0.9928483857785043), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9763220205209155, precision_score=0.973249409913454, recall_score=0.9794140934283452))
[2026-03-16 12:02:59,848] 43root - INFO - Model Training artifact created
